temp,hum_air,hum_soil,hour,target_action
24.88,44.99,60.03,19,0
23.44,77.75,46.13,19,0
21.98,85.03,32.97,4,0
18.37,66.31,40.68,2,0
34.78,50.64,50.5,14,2
14.59,55.87,52.06,21,0
38.63,80.04,60.43,14,2
17.25,45.53,32.33,22,0
41.4,48.41,24.72,11,2
41.65,36.25,44.46,13,2
23.95,52.93,31.7,6,1
41.63,31.06,41.89,12,2
38.07,47.47,31.94,13,2
14.47,51.14,16.72,23,0
40.42,42.88,34.76,12,2
13.28,32.1,47.38,23,0
17.46,61.52,53.56,3,0
29.54,85.56,36.12,14,0
14.42,48.5,17.42,0,0
16.85,41.58,31.64,22,0
40.6,44.95,52.82,11,2
41.84,85.33,31.53,11,2
35.94,61.95,47.7,12,2
27.46,34.16,36.91,7,0
39.01,74.65,21.75,13,2
15.36,35.81,53.38,3,0
40.29,29.22,12.8,13,2
22.55,42.9,37.92,17,0
37.84,36.77,19.91,12,2
32.05,67.35,11.82,13,2
40.81,58.92,36.67,13,2
37.94,75.68,36.48,12,2
38.64,60.81,48.29,14,2
30.95,54.33,50.45,10,0
36.99,61.84,49.48,14,2
34.71,55.41,31.34,14,2
16.85,27.6,44.01,20,0
31.46,72.65,40.89,14,0
16.45,92.35,32.03,0,0
38.08,54.54,42.04,13,2
13.98,54.66,61.99,21,0
41.61,28.2,18.99,11,2
24.02,87.33,59.63,8,0
17.12,90.04,11.05,3,0
40.07,81.92,25.58,12,2
13.36,32.44,24.42,3,0
26.1,88.02,43.7,9,0
35.11,26.68,15.48,11,2
21.5,56.12,58.29,23,0
27.87,60.04,55.23,18,0
33.01,83.38,45.17,11,2
40.56,77.56,34.13,12,2
15.08,80.8,61.18,20,0
16.72,85.75,55.35,3,0
27.27,58.32,36.46,9,0
24.55,79.62,48.01,6,0
24.32,29.76,40.32,19,0
20.91,56.12,41.51,23,0
28.82,27.11,26.87,15,1
38.5,89.07,34.34,11,2
16.83,92.09,12.45,0,0
18.46,30.88,28.37,22,0
32.12,62.28,47.66,12,2
13.69,47.76,62.33,21,0
32.21,48.98,62.89,14,2
21.43,56.55,39.68,21,0
22.74,33.75,42.58,8,0
24.17,37.65,18.59,8,1
22.49,65.42,47.63,7,0
37.24,26.31,12.03,14,2
40.38,66.99,24.23,12,2
28.44,47.32,46.1,12,0
29.46,83.25,25.69,15,1
14.11,67.0,10.84,21,0
33.4,74.57,55.42,14,2
29.52,33.01,25.69,14,1
13.51,43.61,11.6,22,0
17.95,94.77,12.26,3,0
18.06,55.36,22.35,23,0
17.13,50.12,18.15,5,0
31.76,86.17,52.14,12,0
39.85,27.32,26.34,11,2
34.89,62.43,53.87,11,2
26.32,39.72,17.91,16,1
24.12,50.77,36.09,7,0
23.59,38.98,47.22,16,0
30.04,27.65,45.16,9,0
22.78,54.16,42.26,9,0
18.78,80.24,60.71,4,0
30.09,91.64,21.03,12,1
23.72,68.67,36.14,9,0
12.42,52.22,58.39,23,0
12.67,78.89,12.44,21,0
20.22,60.37,11.19,23,0
27.37,50.73,21.3,6,1
22.63,37.54,44.08,18,0
12.72,80.73,22.81,22,0
18.69,60.03,18.84,22,0
14.89,92.47,34.15,21,0
40.46,81.13,42.98,11,2
21.39,54.4,22.17,23,0
12.44,76.86,25.14,22,0
31.82,56.74,42.97,16,0
18.97,30.59,61.91,21,0
29.0,61.17,46.46,12,0
16.52,85.6,52.63,21,0
41.52,84.88,28.91,12,2
41.11,65.25,23.52,12,2
31.68,51.6,33.89,14,1
33.22,25.71,54.01,11,2
24.78,46.8,34.01,9,1
40.87,94.29,56.26,14,2
24.71,75.85,64.36,8,0
19.18,75.23,12.11,5,0
15.46,78.28,10.59,3,0
18.24,68.41,16.53,5,0
29.17,66.01,29.91,13,1
19.35,56.75,15.47,23,0
31.63,56.08,57.63,12,0
23.47,85.96,9.32,9,1
38.61,52.54,26.0,12,2
28.75,83.82,18.53,13,1
30.68,83.64,61.1,15,0
28.7,78.96,46.16,11,0
38.57,27.63,59.99,12,2
13.9,35.36,63.42,3,0
14.02,47.03,36.33,0,0
33.05,84.33,21.36,12,2
35.04,86.13,19.04,11,2
25.01,27.91,20.71,16,1
22.57,47.73,48.39,19,0
20.34,84.53,10.31,5,0
19.03,42.48,10.93,21,0
39.36,93.32,42.66,11,2
20.85,59.25,44.6,3,0
31.44,90.61,45.92,11,0
35.61,55.02,29.2,14,2
12.66,47.67,53.94,22,0
13.02,50.37,38.42,2,0
21.99,86.9,14.01,21,0
32.88,48.15,53.43,12,2
19.82,71.85,62.32,3,0
12.04,57.89,11.42,5,0
20.64,90.92,30.31,1,0
14.7,36.16,35.79,5,0
18.58,55.01,16.35,23,0
22.0,33.72,57.46,17,0
15.84,65.47,24.2,4,0
33.19,53.2,52.63,13,2
19.68,29.27,46.25,2,0
31.83,84.49,42.09,10,0
29.97,51.29,18.95,9,1
38.94,59.55,20.58,12,2
14.64,53.53,10.7,21,0
18.44,59.21,21.72,20,0
37.96,26.14,27.69,11,2
36.66,82.08,55.49,14,2
17.76,48.26,28.88,21,0
15.23,75.71,51.01,22,0
37.69,29.54,33.05,14,2
17.34,61.67,52.74,21,0
38.13,88.62,63.65,14,2
40.83,52.88,21.67,14,2
18.62,38.81,57.15,2,0
37.21,31.94,43.44,11,2
24.71,85.14,54.59,7,0
35.66,41.72,45.14,13,2
24.22,93.25,32.17,7,1
14.11,42.35,21.0,20,0
33.38,58.67,11.99,13,2
16.52,57.06,38.52,23,0
39.81,29.34,64.45,12,2
24.53,62.23,50.07,9,0
14.46,72.08,26.66,0,0
18.85,76.95,55.15,4,0
37.88,61.58,51.83,14,2
21.63,81.88,24.05,1,0
37.69,77.65,8.82,12,2
17.17,38.58,14.74,1,0
26.05,53.11,58.01,19,0
38.35,34.98,55.68,12,2
13.45,34.34,24.83,4,0
21.13,74.85,24.26,3,0
39.3,62.13,53.19,11,2
29.9,67.07,61.45,16,0
33.49,76.25,52.41,12,2
37.26,44.41,42.52,12,2
27.71,53.1,21.83,17,1
37.36,67.48,37.97,14,2
31.16,31.76,21.31,10,1
32.57,83.31,54.06,14,2
16.59,49.04,30.06,23,0
40.17,71.11,55.52,14,2
35.88,94.69,29.75,11,2
19.63,58.28,54.98,22,0
29.4,40.05,27.0,10,1
23.29,40.15,33.09,17,1
31.81,29.23,43.08,13,0
41.81,78.7,12.01,12,2
13.37,45.54,62.05,23,0
40.58,37.09,40.7,11,2
14.17,74.96,36.95,5,0
25.82,46.64,55.85,9,0
26.46,67.03,57.35,16,0
20.06,54.25,37.77,23,0
29.0,48.39,60.85,13,0
37.02,59.26,11.69,13,2
20.82,46.97,14.45,22,0
14.11,85.94,42.02,21,0
30.97,30.11,28.18,12,1
34.55,27.11,34.46,12,2
40.64,53.45,26.7,11,2
16.79,37.1,31.07,3,0
39.04,77.06,54.89,14,2
26.46,49.74,41.83,8,0
19.07,43.3,64.85,20,0
40.88,50.16,52.85,12,2
19.15,40.36,23.6,2,0
34.0,45.98,23.07,11,2
35.55,64.76,27.15,13,2
24.92,85.48,56.07,17,0
32.7,50.96,9.56,14,2
29.17,47.45,21.12,12,1
17.76,79.73,59.58,23,0
34.8,26.57,44.47,11,2
39.84,46.15,20.93,13,2
26.66,56.65,20.49,19,0
41.83,67.05,57.17,12,2
24.84,35.92,58.94,8,0
26.39,55.3,22.6,9,1
32.22,64.64,31.97,12,2
17.57,60.72,55.57,4,0
39.06,65.22,51.95,14,2
36.04,71.37,54.39,12,2
38.17,51.56,37.55,14,2
30.29,29.45,59.96,12,0
38.51,28.89,26.58,14,2
32.4,85.11,16.93,12,2
27.35,72.42,48.4,17,0
39.95,78.49,38.74,13,2
25.19,90.02,56.71,18,0
27.02,77.54,12.63,8,1
17.09,73.46,56.09,3,0
40.43,70.9,24.72,12,2
18.63,43.1,45.33,20,0
18.04,92.01,10.29,1,0
15.04,62.94,42.75,3,0
25.6,40.55,48.88,19,0
20.21,39.69,29.02,2,0
34.22,82.07,20.28,14,2
21.23,42.51,38.64,23,0
33.62,27.9,55.49,11,2
17.88,54.99,26.44,3,0
18.9,82.21,22.39,3,0
36.19,54.01,23.9,13,2
23.13,81.25,62.1,16,0
15.35,82.9,28.48,3,0
40.84,85.04,8.21,12,2
17.32,66.22,52.56,20,0
16.51,73.96,47.86,1,0
22.75,43.33,15.33,8,1
14.87,31.98,64.14,2,0
16.67,62.29,42.66,22,0
37.39,25.74,36.54,13,2
17.15,57.6,29.79,1,0
15.34,32.15,59.22,5,0
38.4,32.59,21.91,12,2
25.31,85.95,24.29,19,0
16.71,69.84,14.98,20,0
29.45,70.17,51.27,10,0
13.25,53.31,41.95,0,0
24.82,53.93,42.72,18,0
29.71,46.22,20.45,10,1
40.71,55.41,45.12,11,2
21.79,66.1,51.63,22,0
34.95,38.06,28.4,14,2
15.98,43.32,53.68,23,0
25.01,59.63,27.88,18,0
18.69,51.93,51.21,5,0
26.77,82.36,9.92,16,1
24.52,82.52,39.42,6,0
41.39,48.52,63.26,14,2
39.52,56.56,63.93,14,2
29.47,93.36,24.06,13,1
17.3,82.92,33.16,22,0
28.71,40.1,11.59,13,1
35.76,44.62,57.78,12,2
13.14,30.84,40.41,5,0
25.02,72.45,29.95,7,1
13.28,47.18,14.43,23,0
19.32,62.56,61.97,21,0
14.76,78.77,38.22,20,0
40.82,83.52,24.13,11,2
17.06,47.78,27.96,22,0
16.5,41.61,23.43,2,0
41.16,84.4,42.3,11,2
27.48,51.69,61.01,7,0
34.74,82.54,56.83,11,2
21.82,35.48,34.24,0,0
27.99,88.83,55.11,16,0
12.21,58.82,32.12,2,0
24.26,36.91,22.38,8,1
28.65,62.45,64.05,11,0
27.43,85.9,25.32,17,1
24.17,52.25,26.45,9,1
35.64,37.46,64.41,12,2
27.05,65.36,15.63,8,1
31.08,83.41,51.35,16,0
17.54,33.49,61.34,5,0
37.85,27.9,37.17,12,2
22.89,28.94,8.14,18,0
26.46,41.13,29.38,6,1
22.57,25.51,14.36,8,1
38.76,55.01,31.72,12,2
39.02,73.84,53.03,12,2
18.73,74.73,33.01,21,0
34.58,69.57,32.62,14,2
15.09,45.73,39.74,4,0
12.9,76.52,41.16,20,0
37.1,65.35,56.81,12,2
15.94,85.28,25.58,23,0
16.64,58.46,54.84,23,0
30.2,37.61,40.26,12,0
36.5,69.43,25.13,13,2
17.69,35.55,24.82,21,0
15.43,92.42,28.58,22,0
14.32,74.23,43.49,22,0
12.75,77.94,21.16,3,0
15.49,72.55,60.46,20,0
40.28,31.83,40.77,14,2
14.86,57.57,60.44,20,0
29.93,70.6,10.65,16,1
39.63,41.05,27.53,13,2
30.83,72.57,9.3,9,1
12.98,82.39,23.52,3,0
29.89,44.25,57.13,14,0
39.09,38.97,10.09,12,2
21.68,86.82,32.86,22,0
21.41,25.36,14.7,4,0
19.47,42.9,31.76,20,0
27.17,53.47,55.81,19,0
19.14,72.06,43.52,21,0
33.71,94.79,50.0,12,2
31.35,50.96,27.9,11,1
24.02,91.42,61.83,8,0
33.68,50.67,48.43,12,2
14.95,73.69,32.04,1,0
34.49,36.58,32.31,11,2
30.09,57.23,60.36,15,0
30.9,85.99,40.86,11,0
13.94,47.4,48.26,3,0
30.54,32.36,31.77,10,1
26.82,61.59,20.75,9,1
26.58,55.77,49.24,16,0
21.66,41.07,42.65,22,0
12.23,88.39,36.58,23,0
24.68,67.12,43.57,17,0
24.03,49.3,19.87,7,1
24.68,94.73,53.25,16,0
30.36,34.63,62.05,14,0
21.0,84.36,58.79,2,0
20.08,41.14,26.32,5,0
26.93,41.77,31.14,18,0
29.77,59.87,54.08,13,0
29.02,71.34,41.92,16,0
38.45,73.33,39.23,11,2
35.07,26.55,60.82,12,2
13.57,45.08,38.55,1,0
28.9,71.24,37.35,11,0
24.53,87.28,10.4,18,0
22.83,71.89,11.96,18,0
40.74,43.61,8.42,13,2
25.7,60.54,60.05,8,0
33.58,70.33,31.28,11,2
41.01,34.47,34.71,12,2
16.53,63.14,56.19,1,0
13.64,58.02,42.73,22,0
21.41,48.57,42.74,5,0
13.33,68.65,24.9,21,0
15.5,69.54,55.53,21,0
41.75,93.0,17.45,14,2
40.81,54.98,11.03,12,2
32.74,62.19,18.92,13,2
34.59,36.03,23.26,11,2
16.21,63.39,24.09,20,0
29.86,27.53,46.22,9,0
16.63,35.49,20.42,21,0
23.35,36.99,46.57,6,0
22.36,69.28,13.19,7,1
30.42,64.71,16.39,10,1
14.39,80.86,37.0,2,0
15.1,57.51,60.55,3,0
30.3,58.24,57.0,16,0
31.08,36.31,63.22,9,0
22.2,76.99,45.08,16,0
16.41,25.26,46.52,2,0
38.58,54.74,43.63,14,2
13.59,38.18,43.5,0,0
33.52,78.97,16.39,14,2
16.2,72.14,38.99,2,0
31.12,74.47,30.01,14,1
31.91,35.4,33.22,11,1
36.13,71.82,37.85,14,2
23.85,73.36,15.32,7,1
12.65,25.18,28.49,21,0
36.33,47.23,11.62,12,2
25.32,31.11,63.84,17,0
37.41,72.7,14.76,11,2
35.28,39.85,22.74,13,2
26.95,43.53,58.8,7,0
41.98,30.48,35.51,14,2
25.86,58.87,15.73,9,1
32.9,27.31,29.9,14,2
32.09,84.19,14.6,13,2
27.54,26.85,19.41,6,1
29.56,29.31,10.97,13,1
35.96,69.83,32.98,12,2
29.15,89.19,53.98,15,0
25.5,87.45,41.4,8,0
31.86,30.85,42.56,10,0
13.07,45.19,19.43,23,0
15.28,61.47,27.6,22,0
15.76,26.86,56.18,21,0
24.77,62.0,13.01,8,1
38.15,56.34,56.9,12,2
31.3,66.19,35.57,15,0
41.18,89.42,55.72,14,2
13.2,44.22,26.13,21,0
33.66,69.74,27.31,11,2
21.43,55.09,50.84,21,0
12.7,55.46,52.74,1,0
36.78,70.31,21.09,12,2
16.88,91.59,63.45,0,0
18.42,85.41,12.82,4,0
22.21,69.77,11.9,18,0
35.65,57.31,41.94,13,2
30.74,54.68,49.2,13,0
19.95,80.1,62.77,1,0
17.05,40.28,31.08,20,0
15.29,66.14,9.44,5,0
16.49,60.35,42.37,4,0
38.04,70.45,24.51,11,2
39.68,38.12,32.68,12,2
41.04,73.7,35.84,11,2
37.04,68.89,11.68,12,2
38.62,37.61,35.7,13,2
36.48,56.47,32.3,11,2
40.74,72.5,48.62,14,2
37.37,88.11,44.8,11,2
25.86,33.55,18.56,18,0
21.7,25.61,19.75,22,0
29.53,36.56,22.31,12,1
30.25,94.25,18.2,15,1
29.25,78.79,45.46,16,0
33.2,68.01,64.68,12,2
32.97,34.31,45.17,12,2
14.62,54.12,42.58,4,0
20.57,75.07,31.37,23,0
38.7,87.71,25.82,14,2
29.7,51.73,59.93,9,0
21.86,94.98,63.23,0,0
37.51,34.78,36.32,11,2
19.47,52.09,24.54,21,0
24.28,86.28,51.9,9,0
20.29,70.49,15.55,1,0
38.14,81.76,51.64,14,2
33.85,88.55,54.68,11,2
25.81,60.51,15.12,19,0
39.97,41.43,63.68,14,2
39.82,73.56,64.17,11,2
33.35,64.44,61.39,12,2
38.76,79.09,36.27,13,2
33.58,60.82,22.03,13,2
30.85,81.78,41.17,14,0
24.62,88.14,31.94,7,1
20.2,77.47,19.74,4,0
13.81,77.06,32.15,22,0
36.03,66.1,45.84,11,2
15.66,58.01,12.04,22,0
24.31,93.08,27.0,16,1
19.04,70.16,9.01,5,0
25.64,83.82,50.72,6,0
21.45,60.38,44.52,20,0
36.89,63.84,11.57,13,2
41.35,71.4,62.99,13,2
40.25,76.0,9.29,11,2
30.67,56.38,41.63,13,0
41.38,49.94,52.25,12,2
24.02,41.76,52.91,7,0
27.67,54.66,9.95,18,0
19.71,39.79,59.67,23,0
38.94,54.17,60.35,11,2
17.39,86.23,40.0,0,0
30.31,93.39,35.48,15,0
35.98,65.4,10.56,11,2
29.86,35.22,40.03,16,0
14.36,54.93,31.33,21,0
30.34,67.15,52.05,15,0
35.01,50.95,31.02,11,2
17.63,39.36,46.96,21,0
34.11,40.88,13.78,11,2
38.36,58.18,15.58,12,2
41.59,40.15,15.96,14,2
24.3,42.47,10.59,16,1
12.75,86.12,38.86,1,0
24.57,79.53,53.26,18,0
31.81,28.87,42.79,9,0
38.74,47.41,40.77,14,2
40.14,62.24,46.8,12,2
39.29,29.24,27.36,11,2
31.74,72.82,28.63,11,1
32.48,51.91,25.91,12,2
12.07,52.8,48.59,23,0
22.91,43.57,17.21,9,1
39.21,48.38,8.74,12,2
32.69,85.32,41.98,13,2
26.04,80.2,61.72,8,0
15.13,90.5,42.74,0,0
19.39,73.93,52.63,22,0
28.65,65.45,46.35,15,0
38.93,43.15,36.35,11,2
14.87,71.68,48.95,20,0
16.61,88.43,54.97,4,0
31.65,29.84,20.81,9,1
20.82,56.01,27.16,23,0
17.09,35.46,20.75,23,0
17.35,81.74,33.77,22,0
26.78,67.99,58.45,18,0
29.51,86.58,27.68,14,1
39.13,29.42,29.34,12,2
27.89,88.4,57.04,17,0
32.74,29.7,37.38,12,2
17.42,45.13,38.52,21,0
33.4,35.93,57.07,11,2
31.46,35.18,35.96,10,0
18.49,37.02,46.85,23,0
32.08,58.62,12.88,13,2
18.34,79.91,18.18,1,0
29.81,87.88,31.05,9,1
32.07,64.68,36.21,14,2
32.8,36.04,63.05,11,2
39.28,30.54,63.33,12,2
40.44,59.59,56.52,12,2
36.31,78.58,25.99,12,2
38.36,68.41,62.95,11,2
12.58,65.79,47.29,4,0
22.88,28.37,30.4,7,1
13.19,53.81,48.0,0,0
18.75,63.53,8.94,23,0
23.45,66.88,16.33,19,0
38.03,25.34,55.29,12,2
27.35,38.97,44.8,17,0
31.47,91.49,28.76,14,1
22.88,60.61,36.54,6,0
30.09,74.25,59.59,10,0
36.47,46.57,44.0,11,2
21.04,65.98,30.69,21,0
39.97,49.95,14.86,14,2
18.4,45.79,24.74,1,0
39.58,53.8,63.77,14,2
12.85,57.19,32.93,2,0
28.28,48.18,34.89,16,1
41.56,43.06,36.42,12,2
30.29,68.67,58.39,11,0
28.65,51.65,42.42,15,0
32.47,39.13,47.54,11,2
20.68,78.09,30.2,20,0
13.62,75.66,9.66,3,0
19.53,87.08,61.07,0,0
17.29,63.85,62.1,22,0
39.71,44.56,62.1,11,2
37.57,85.46,61.79,11,2
21.53,44.62,54.47,21,0
37.08,70.89,47.02,14,2
18.35,38.33,56.14,21,0
17.99,69.04,42.23,5,0
35.03,83.86,15.66,13,2
21.81,62.8,30.3,3,0
13.94,57.96,63.36,2,0
33.6,94.54,28.01,14,2
41.69,26.57,57.47,12,2
28.98,48.22,13.31,12,1
19.91,89.3,27.05,4,0
23.19,69.98,28.0,7,1
31.46,62.95,10.94,10,1
33.04,69.64,14.79,14,2
38.59,47.54,19.01,12,2
39.27,29.98,55.76,13,2
37.84,44.26,11.61,12,2
31.45,48.55,25.03,9,1
25.5,58.59,8.58,18,0
32.38,52.57,47.65,12,2
32.0,61.47,43.36,10,2
18.54,38.73,44.76,3,0
27.23,37.88,29.34,9,1
18.25,49.62,19.87,0,0
38.97,58.16,49.06,14,2
21.7,48.92,54.23,20,0
36.16,65.36,15.9,12,2
23.32,46.7,35.75,19,0
34.91,37.4,22.18,11,2
18.63,85.4,17.58,20,0
34.91,39.04,49.86,12,2
17.39,92.66,38.67,20,0
26.72,94.12,20.32,17,1
15.41,73.78,25.67,3,0
27.84,60.14,63.1,7,0
36.62,80.68,56.37,12,2
34.67,86.12,58.16,12,2
13.52,74.67,34.22,21,0
26.77,32.14,43.56,19,0
37.57,25.21,29.48,13,2
31.5,38.43,12.43,12,1
13.78,38.2,30.86,23,0
21.77,37.78,41.86,5,0
28.7,60.68,24.37,11,1
17.18,61.41,56.33,0,0
32.46,75.61,16.61,11,2
31.05,39.1,28.93,14,1
18.07,31.49,15.12,4,0
28.51,71.63,31.08,13,1
36.35,58.88,10.26,12,2
23.24,71.64,23.54,7,1
19.41,51.65,30.84,4,0
33.04,77.56,35.26,13,2
14.12,72.78,38.99,21,0
36.98,70.52,23.67,14,2
40.3,26.93,37.81,13,2
40.94,85.07,37.01,12,2
24.98,51.36,26.02,18,0
30.7,34.49,55.32,16,0
37.72,77.89,39.1,12,2
18.7,59.05,26.94,22,0
12.83,27.24,62.0,20,0
23.54,79.73,56.17,7,0
38.53,55.45,64.01,13,2
27.15,77.84,47.46,9,0
27.91,77.89,29.56,7,1
32.74,32.0,24.01,12,2
29.24,67.93,45.81,16,0
13.63,50.21,63.91,1,0
28.83,63.25,43.72,10,0
31.44,31.2,58.25,16,0
31.25,66.17,26.76,14,1
33.85,79.43,31.2,13,2
27.6,94.08,59.66,19,0
39.0,47.42,51.14,13,2
25.93,35.86,63.94,9,0
27.55,50.61,52.16,18,0
35.41,26.35,33.57,13,2
37.0,53.61,38.27,11,2
31.45,89.02,59.33,14,0
15.79,38.6,39.44,22,0
21.96,58.44,22.56,3,0
12.6,65.08,32.83,22,0
20.86,37.59,37.43,0,0
29.11,48.11,13.51,14,1
36.16,88.8,50.39,12,2
29.57,45.7,14.23,16,1
13.2,69.48,31.08,23,0
19.77,34.59,53.86,3,0
29.34,71.89,34.65,9,1
33.27,44.54,55.99,13,2
37.99,41.19,27.49,13,2
41.03,33.69,62.59,12,2
38.75,28.28,19.94,13,2
26.02,92.75,10.18,9,1
34.41,53.97,57.73,14,2
19.22,79.43,50.88,2,0
13.91,89.41,21.22,4,0
13.65,39.28,64.13,20,0
19.24,85.89,36.63,1,0
13.13,74.56,62.21,23,0
37.51,65.46,36.79,11,2
26.7,81.64,34.9,9,1
36.33,32.75,33.6,13,2
40.2,43.45,27.09,14,2
41.82,34.17,38.42,12,2
40.11,87.72,33.8,14,2
33.5,31.92,10.09,13,2
25.26,93.6,22.84,8,1
29.94,32.69,20.15,12,1
36.49,71.33,57.44,12,2
38.93,71.23,42.14,11,2
40.69,90.19,51.53,13,2
33.92,47.62,62.54,12,2
28.2,48.24,44.71,11,0
41.05,84.24,64.01,12,2
40.76,93.5,25.77,11,2
26.33,27.11,18.62,9,1
31.46,69.47,30.99,12,1
36.28,42.05,34.84,12,2
24.99,75.96,59.04,18,0
36.88,79.09,39.92,13,2
15.34,78.38,24.65,5,0
26.43,55.49,50.33,8,0
26.48,36.05,36.83,6,0
32.54,65.93,17.24,13,2
15.49,80.23,40.88,23,0
15.1,88.85,59.95,5,0
39.02,56.69,56.03,12,2
21.11,42.2,41.45,1,0
21.81,33.32,29.49,0,0
35.31,80.83,12.96,11,2
24.45,62.47,34.77,18,0
36.99,72.19,50.87,12,2
24.04,36.15,28.54,9,1
34.82,25.46,21.42,12,2
27.76,92.73,61.09,17,0
40.07,81.76,54.83,11,2
21.82,53.0,44.38,4,0
22.88,57.0,15.8,8,1
41.1,90.03,16.26,14,2
34.13,39.54,13.88,12,2
35.18,81.2,43.13,14,2
20.88,26.26,14.59,3,0
27.96,86.3,56.03,18,0
21.41,66.25,64.6,23,0
19.8,58.43,28.88,20,0
28.06,74.45,33.86,15,1
41.63,29.74,48.57,13,2
18.44,38.69,61.42,21,0
19.28,53.49,58.96,23,0
19.29,68.25,11.28,20,0
35.75,35.12,17.64,11,2
27.31,51.56,51.01,9,0
23.54,43.26,47.27,17,0
37.31,70.19,15.59,12,2
20.92,89.35,36.62,5,0
23.77,36.62,52.51,8,0
14.21,38.25,20.47,20,0
15.57,67.04,57.66,23,0
16.1,56.75,11.02,22,0
22.41,75.27,52.59,16,0
27.72,45.15,43.1,8,0
12.02,63.14,25.97,22,0
17.7,52.08,49.09,0,0
17.27,44.69,52.59,20,0
19.6,76.05,61.23,20,0
16.98,80.71,28.96,22,0
17.85,48.03,47.1,21,0
41.52,68.61,42.35,14,2
29.84,37.5,37.94,10,0
34.88,80.37,58.75,11,2
36.58,44.69,8.18,13,2
32.03,36.97,24.08,13,2
33.12,90.8,38.68,11,2
30.97,54.57,18.16,9,1
31.48,70.04,59.75,13,0
39.85,81.64,44.91,12,2
17.57,73.03,35.24,22,0
20.24,64.53,54.44,22,0
14.8,51.01,33.7,3,0
37.12,89.3,39.84,12,2
25.46,34.35,8.16,6,1
39.21,86.87,28.84,14,2
24.35,74.69,15.91,6,1
25.28,65.0,47.31,8,0
25.45,47.73,35.3,16,0
30.37,35.22,25.2,9,1
34.98,56.02,34.67,14,2
22.54,79.86,19.95,9,1
30.9,77.17,60.73,15,0
18.12,70.18,11.08,4,0
28.62,94.47,57.33,13,0
28.4,93.08,37.15,16,0
38.66,53.0,43.28,11,2
38.88,38.48,25.25,14,2
26.62,57.47,63.1,19,0
12.74,84.12,24.07,1,0
37.34,57.1,41.57,14,2
12.02,48.52,64.62,22,0
26.35,76.89,58.22,9,0
12.59,70.51,38.57,3,0
22.58,92.81,64.45,8,0
31.1,63.45,47.98,15,0
23.14,92.72,19.9,19,0
39.81,45.37,31.12,12,2
31.22,85.54,27.07,10,1
31.39,49.56,27.61,13,1
23.23,81.68,51.35,19,0
13.16,89.82,41.3,0,0
34.15,68.62,10.17,14,2
33.49,76.0,58.01,14,2
27.9,92.1,24.92,6,1
24.49,51.26,64.83,6,0
28.15,60.81,62.39,11,0
34.4,87.88,61.61,13,2
33.38,72.1,54.23,14,2
31.74,86.15,20.57,9,1
39.11,68.28,38.36,14,2
30.3,76.78,20.79,15,1
12.44,25.91,22.8,21,0
30.54,48.78,42.82,10,0
30.38,78.93,10.33,14,1
14.09,53.28,63.26,2,0
24.83,50.4,60.36,6,0
31.53,91.61,29.7,15,1
33.14,63.68,37.38,11,2
38.79,38.47,34.57,14,2
37.24,58.06,58.29,11,2
15.5,61.31,47.25,20,0
30.26,94.21,23.85,10,1
29.89,75.28,33.47,13,1
21.11,61.36,32.45,22,0
17.52,55.24,62.68,2,0
17.99,89.08,17.99,20,0
17.33,70.22,13.11,23,0
36.19,49.93,58.2,12,2
16.45,57.52,59.11,1,0
19.93,44.47,57.69,4,0
18.53,92.23,37.13,2,0
33.39,74.14,45.61,14,2
16.75,52.46,40.11,21,0
12.72,37.82,11.96,23,0
23.23,37.39,41.96,6,0
21.15,58.44,8.78,5,0
23.93,57.73,26.52,8,1
34.61,54.25,61.14,11,2
12.37,84.63,25.33,1,0
13.13,93.54,61.57,4,0
19.67,49.84,22.26,21,0
38.68,45.62,25.93,12,2
17.07,78.91,43.82,21,0
41.91,56.49,51.41,13,2
36.17,40.23,36.58,12,2
25.68,37.67,58.28,19,0
34.44,44.64,10.29,13,2
27.56,25.09,60.57,6,0
28.98,90.9,19.19,12,1
29.42,55.12,58.4,12,0
31.46,30.8,30.85,12,1
13.82,36.55,55.47,23,0
30.49,47.63,46.28,11,0
33.51,63.62,18.03,11,2
21.32,74.26,60.33,23,0
41.36,46.55,21.99,12,2
16.33,92.03,21.92,1,0
39.31,78.22,54.41,11,2
32.29,82.81,14.03,12,2
31.93,47.66,20.66,12,1
38.28,51.67,36.71,13,2
36.95,62.66,55.34,14,2
22.36,56.62,16.41,19,0
33.16,43.19,39.22,11,2
13.52,94.81,48.54,4,0
25.92,84.39,57.05,7,0
40.13,41.66,61.33,11,2
20.22,87.47,52.72,3,0
13.5,66.08,45.21,4,0
29.49,25.88,32.72,10,1
22.65,49.23,14.39,16,1
23.39,26.8,48.46,16,0
29.47,31.14,64.59,16,0
30.65,37.53,50.0,14,0
25.12,58.91,8.95,18,0
27.23,51.69,36.29,18,0
41.8,35.43,43.03,13,2
40.71,52.62,47.31,13,2
33.22,46.3,49.02,12,2
16.84,53.71,39.81,21,0
22.8,37.06,20.73,7,1
38.49,67.68,61.71,14,2
24.71,28.12,47.71,8,0
40.66,52.15,21.5,13,2
26.65,87.64,26.37,19,0
37.85,54.38,60.55,11,2
13.06,55.88,58.59,20,0
25.02,29.76,31.09,19,0
33.01,67.38,10.18,13,2
37.91,90.55,10.76,13,2
30.29,45.41,24.18,11,1
17.2,52.53,43.86,20,0
